,Polarity
25518,4
9017,3
21050,4
757,1
23645,4
9693,4
19307,4
12224,4
27712,4
23249,4
11866,4
1166,1
12513,4
25605,4
21130,4
14502,4
2118,2
18280,4
17065,4
18228,4
16905,4
18470,4
21598,4
9114,3
19833,4
21529,4
10650,4
2406,2
47,0
19078,4
17788,4
29741,4
27320,4
22832,4
25076,4
2809,2
11572,4
23313,4
23153,4
11015,4
3343,2
26363,4
20711,4
4824,3
26430,4
21022,4
19638,4
25224,4
22340,4
26338,4
16332,4
18990,4
19134,4
1900,2
29382,4
24712,4
422,0
11350,4
1230,1
22464,4
15399,4
7298,3
2543,2
23270,4
21887,4
10301,4
27099,4
20339,4
10941,4
4910,3
2963,2
18112,4
6476,3
1054,1
8087,3
27408,4
29637,4
12324,4
22723,4
26253,4
23467,4
29779,4
5821,3
20038,4
24094,4
19160,4
9052,3
27265,4
27891,4
22885,4
29900,4
17446,4
29782,4
244,0
20765,4
25479,4
15337,4
23946,4
19503,4
1981,2
10952,4
6361,3
1617,2
28924,4
2013,2
23058,4
11086,4
23543,4
1058,1
12962,4
20982,4
1810,2
62,0
0,0
13886,4
3518,3
28836,4
12566,4
21647,4
2180,2
24323,4
5942,3
3722,3
11847,4
29810,4
611,1
19312,4
15588,4
2311,2
1907,2
14717,4
3089,2
14560,4
27295,4
14500,4
1043,1
12917,4
26809,4
29202,4
22842,4
6655,3
7678,3
23113,4
9941,4
1970,2
12276,4
8485,3
3505,3
17513,4
13903,4
15844,4
29368,4
26400,4
12609,4
13306,4
17937,4
12262,4
4590,3
26702,4
417,0
22232,4
9541,4
22922,4
15587,4
4014,3
13647,4
22422,4
8625,3
7531,3
15685,4
26337,4
23788,4
27015,4
20396,4
27735,4
25621,4
28152,4
18694,4
13550,4
22662,4
5398,3
27997,4
8071,3
11667,4
18605,4
26942,4
1546,2
14683,4
13850,4
20020,4
14922,4
27682,4
2683,2
16443,4
22542,4
16420,4
9786,4
1147,1
16979,4
29253,4
25930,4
1436,2
5939,3
12274,4
1644,2
28530,4
11964,4
1867,2
15836,4
7315,3
20671,4
14105,4
11414,4
26065,4
27681,4
11727,4
13453,4
1508,2
15478,4
25751,4
24421,4
1256,1
25348,4
10813,4
10095,4
6209,3
29573,4
6163,3
19711,4
21710,4
23674,4
18048,4
20968,4
18976,4
21902,4
9185,3
9320,4
28195,4
14823,4
8776,3
19169,4
21822,4
7097,3
20170,4
12529,4
26143,4
16370,4
27208,4
8840,3
22225,4
1333,2
24646,4
19883,4
6176,3
24818,4
15837,4
5014,3
6577,3
20981,4
8488,3
9740,4
22197,4
6347,3
8464,3
5077,3
27958,4
7238,3
11849,4
19657,4
22034,4
21736,4
25837,4
13517,4
27043,4
16410,4
22224,4
25795,4
27866,4
21170,4
16744,4
25293,4
20411,4
19367,4
23243,4
6205,3
29935,4
11014,4
19600,4
7889,3
2853,2
19722,4
17150,4
29758,4
2085,2
21627,4
15266,4
19844,4
14882,4
9781,4
18198,4
1288,2
14415,4
4922,3
10069,4
10004,4
28857,4
10049,4
8070,3
8914,3
1687,2
14977,4
26877,4
10605,4
15885,4
20412,4
3846,3
24427,4
6958,3
4810,3
17041,4
9575,4
18126,4
12890,4
19707,4
13813,4
16566,4
11244,4
9453,4
3172,2
6546,3
25203,4
28796,4
28746,4
9909,4
16019,4
23892,4
5073,3
24914,4
11019,4
2662,2
2686,2
20398,4
14534,4
11069,4
12071,4
7831,3
5516,3
6085,3
19261,4
18080,4
29044,4
20670,4
21631,4
10161,4
9924,4
2249,2
22472,4
22458,4
28003,4
1311,2
12610,4
4968,3
13803,4
7556,3
13258,4
5240,3
15128,4
26610,4
17700,4
25090,4
21984,4
25887,4
1794,2
8940,3
5355,3
6055,3
13431,4
18203,4
23805,4
18863,4
24933,4
23527,4
5326,3
7770,3
15322,4
18424,4
12082,4
29597,4
15823,4
23923,4
12340,4
19464,4
6554,3
12363,4
15414,4
1017,1
19393,4
28854,4
26376,4
17132,4
17605,4
6844,3
27249,4
27332,4
17891,4
23428,4
28627,4
9758,4
16346,4
19843,4
25149,4
28209,4
11067,4
22228,4
15702,4
18088,4
30102,4
21398,4
11622,4
6028,3
3004,2
16849,4
29057,4
7086,3
2788,2
24900,4
12302,4
20742,4
29325,4
29929,4
19538,4
2908,2
4500,3
5180,3
26182,4
7611,3
10866,4
20456,4
23111,4
10224,4
8286,3
9525,4
13008,4
16345,4
24618,4
24936,4
4693,3
15860,4
20403,4
3601,3
13531,4
19150,4
27175,4
29028,4
10637,4
26047,4
14636,4
30055,4
21143,4
6232,3
29970,4
2872,2
2050,2
11017,4
20813,4
23975,4
15840,4
27142,4
6198,3
10529,4
2602,2
25542,4
12047,4
24593,4
15615,4
27665,4
3400,3
25953,4
1536,2
183,0
18815,4
15849,4
13719,4
1881,2
12539,4
16776,4
29206,4
22962,4
1268,1
24443,4
26418,4
13016,4
8985,3
10260,4
4026,3
8136,3
25783,4
10311,4
7278,3
5057,3
18789,4
12196,4
8238,3
24947,4
27556,4
5310,3
3713,3
10867,4
13722,4
27425,4
29798,4
19773,4
683,1
9154,3
5165,3
6607,3
24953,4
27129,4
29658,4
23995,4
28031,4
7146,3
5003,3
15375,4
24967,4
21070,4
17008,4
8725,3
251,0
9131,3
25226,4
28339,4
28200,4
4059,3
15133,4
19188,4
29710,4
22085,4
5054,3
16273,4
26364,4
2280,2
4373,3
15011,4
2636,2
17509,4
19803,4
15596,4
5220,3
18269,4
6404,3
24929,4
17366,4
30165,4
12477,4
26728,4
21271,4
27901,4
18279,4
25839,4
14548,4
23482,4
29669,4
26978,4
22869,4
9401,4
11311,4
5647,3
13313,4
14201,4
23860,4
20908,4
18926,4
23625,4
24521,4
10313,4
10050,4
10484,4
3917,3
26969,4
13490,4
17270,4
3533,3
1025,1
24448,4
5441,3
22602,4
27279,4
11999,4
8729,3
6417,3
15187,4
27559,4
24492,4
19085,4
944,1
19386,4
23170,4
23561,4
28208,4
7336,3
23646,4
28752,4
1361,2
15064,4
8712,3
14622,4
23756,4
27767,4
29788,4
29046,4
1165,1
3005,2
10440,4
10443,4
11435,4
20092,4
475,0
19735,4
26323,4
22326,4
29437,4
29015,4
15404,4
6102,3
15749,4
28626,4
26437,4
16786,4
27788,4
20810,4
20454,4
26996,4
22713,4
9534,4
8748,3
18001,4
25447,4
12048,4
21171,4
18720,4
28446,4
20405,4
13479,4
24968,4
9725,4
178,0
13334,4
11741,4
7418,3
25586,4
1646,2
1254,1
6441,3
2273,2
5226,3
5802,3
22045,4
16515,4
20977,4
2437,2
29807,4
26510,4
6013,3
13274,4
5856,3
2479,2
21842,4
21636,4
15646,4
19964,4
3805,3
10057,4
10875,4
7927,3
1345,2
11976,4
6731,3
7951,3
5819,3
22311,4
3330,2
2797,2
13002,4
8452,3
8240,3
23360,4
10038,4
16174,4
20474,4
3731,3
26068,4
8167,3
14444,4
3925,3
19234,4
11702,4
10072,4
27854,4
5235,3
23576,4
22900,4
5522,3
271,0
523,0
7297,3
16020,4
13100,4
6467,3
20680,4
10395,4
2400,2
6121,3
7487,3
15768,4
25136,4
24830,4
947,1
21966,4
10664,4
3515,3
26522,4
26713,4
5038,3
17485,4
16789,4
2825,2
270,0
18364,4
3171,2
8580,3
29495,4
1227,1
27125,4
1102,1
8656,3
746,1
9775,4
6321,3
9020,3
3087,2
25489,4
23438,4
13805,4
28484,4
25266,4
11811,4
28408,4
20246,4
1796,2
12660,4
3766,3
16799,4
28496,4
6800,3
7780,3
20187,4
25492,4
1522,2
3618,3
6778,3
131,0
17427,4
11688,4
3273,2
4952,3
12162,4
4991,3
1193,1
5663,3
23509,4
12368,4
1852,2
11605,4
18547,4
15420,4
15126,4
161,0
12834,4
20559,4
21080,4
5853,3
12740,4
21804,4
1732,2
2254,2
6435,3
3046,2
23581,4
24481,4
401,0
12751,4
13426,4
23505,4
11205,4
16423,4
24002,4
20882,4
6834,3
4000,3
19042,4
20648,4
13758,4
14818,4
24284,4
28707,4
18837,4
19521,4
6038,3
15850,4
15443,4
16243,4
9255,3
454,0
19987,4
29866,4
19869,4
23317,4
17044,4
21427,4
29273,4
15174,4
8893,3
22975,4
6724,3
29679,4
6632,3
26855,4
369,0
7962,3
29992,4
7713,3
22161,4
24680,4
12743,4
1919,2
5208,3
5277,3
23592,4
28859,4
6061,3
24908,4
17659,4
7737,3
16604,4
1713,2
6792,3
17477,4
20552,4
4355,3
4682,3
19789,4
29589,4
12377,4
23133,4
7286,3
10850,4
14312,4
25210,4
26881,4
4892,3
25123,4
20414,4
459,0
10411,4
27532,4
7088,3
165,0
12296,4
6862,3
184,0
23255,4
24341,4
15326,4
19675,4
3236,2
29343,4
8449,3
19272,4
15485,4
3801,3
6463,3
10872,4
17107,4
9195,3
8017,3
4857,3
7224,3
10085,4
257,0
25509,4
28220,4
22028,4
4538,3
18648,4
10819,4
17843,4
20889,4
12535,4
20715,4
13726,4
13589,4
8933,3
943,1
18651,4
29581,4
25328,4
11930,4
15767,4
27554,4
25392,4
10397,4
20644,4
24820,4
5723,3
19450,4
13908,4
11287,4
8420,3
1053,1
28518,4
25018,4
4918,3
6092,3
14896,4
3413,3
4479,3
28878,4
28903,4
16292,4
3232,2
17630,4
14414,4
962,1
20956,4
11495,4
3403,3
8076,3
5074,3
19767,4
19212,4
18831,4
29367,4
18019,4
16731,4
22300,4
16086,4
25911,4
12281,4
22119,4
25375,4
19709,4
8851,3
28848,4
9209,3
24246,4
13183,4
24817,4
7466,3
13420,4
11397,4
16091,4
24197,4
19090,4
21550,4
14317,4
6617,3
25302,4
9789,4
24388,4
16703,4
8524,3
14294,4
9704,4
22841,4
23480,4
6975,3
25139,4
23105,4
29205,4
13653,4
24598,4
19982,4
4981,3
8200,3
26664,4
307,0
23302,4
17644,4
6296,3
10451,4
7920,3
3980,3
22853,4
18820,4
9212,3
7214,3
6047,3
13393,4
15943,4
6175,3
17936,4
16210,4
26896,4
21118,4
17144,4
8894,3
25748,4
1156,1
12565,4
12795,4
473,0
20254,4
20704,4
21740,4
23503,4
623,1
1328,2
29634,4
23984,4
19947,4
5376,3
6000,3
3304,2
6860,3
20492,4
26562,4
15280,4
29050,4
13933,4
27053,4
29712,4
21945,4
8924,3
9772,4
7407,3
14781,4
16597,4
27290,4
2880,2
24441,4
24488,4
22272,4
292,0
9484,4
2707,2
3534,3
8865,3
24270,4
2708,2
5598,3
22671,4
21991,4
18261,4
3582,3
12659,4
10217,4
1905,2
24363,4
2584,2
7792,3
14796,4
9404,4
10994,4
14523,4
21768,4
19585,4
7986,3
13156,4
6019,3
21242,4
2643,2
14137,4
4867,3
4552,3
27385,4
380,0
360,0
23237,4
21616,4
28109,4
8890,3
10521,4
16342,4
17989,4
5618,3
26392,4
606,1
2119,2
9227,3
27402,4
7658,3
18253,4
29552,4
19284,4
15206,4
21270,4
5899,3
10585,4
186,0
4416,3
7281,3
6164,3
14384,4
24370,4
14037,4
29796,4
8972,3
15166,4
29553,4
13461,4
6156,3
27876,4
26421,4
17979,4
21423,4
25602,4
21860,4
9623,4
5463,3
22599,4
4381,3
12833,4
2702,2
6115,3
22022,4
20923,4
25424,4
18000,4
23757,4
6583,3
19623,4
113,0
28980,4
477,0
18128,4
14567,4
22351,4
24882,4
5959,3
22827,4
18147,4
29208,4
10312,4
13474,4
856,1
5123,3
13068,4
4639,3
16138,4
26221,4
28507,4
3832,3
22480,4
24697,4
13030,4
29166,4
24860,4
13466,4
136,0
18347,4
13630,4
23059,4
21154,4
17607,4
12501,4
24501,4
29643,4
24659,4
2630,2
14783,4
18986,4
10476,4
8957,3
26842,4
3090,2
18565,4
19297,4
4057,3
21293,4
22530,4
6682,3
27705,4
16184,4
11331,4
11717,4
25857,4
429,0
24337,4
20079,4
5344,3
14401,4
4762,3
23998,4
23823,4
25025,4
6935,3
2577,2
17320,4
27568,4
26585,4
15397,4
14824,4
7147,3
15859,4
4171,3
23377,4
328,0
11642,4
16858,4
5438,3
10215,4
12099,4
25575,4
28087,4
5311,3
26116,4
27909,4
2234,2
29399,4
17089,4
26718,4
11590,4
21414,4
8866,3
24875,4
659,1
14749,4
22449,4
7816,3
17185,4
3287,2
18803,4
10798,4
11133,4
9476,4
21773,4
24909,4
23918,4
8726,3
2131,2
22099,4
27321,4
23217,4
18344,4
26101,4
1293,2
13523,4
14594,4
4367,3
716,1
28214,4
29830,4
10087,4
2168,2
19501,4
23840,4
22971,4
10940,4
18309,4
21428,4
19314,4
24555,4
29770,4
29131,4
9224,3
10231,4
24710,4
28037,4
14652,4
10098,4
26411,4
13596,4
21121,4
27975,4
24548,4
12142,4
8997,3
12725,4
4193,3
4690,3
572,1
28989,4
9142,3
27088,4
30089,4
22387,4
28044,4
24054,4
5459,3
14679,4
5536,3
18452,4
12755,4
27011,4
12400,4
14361,4
27885,4
10943,4
23955,4
7077,3
20493,4
11523,4
19031,4
9606,4
28593,4
15487,4
21794,4
1822,2
21718,4
21852,4
1073,1
10350,4
7841,3
2677,2
7853,3
2782,2
4886,3
26346,4
10353,4
5727,3
26638,4
13846,4
18775,4
26669,4
450,0
25634,4
9082,3
4870,3
17297,4
25850,4
23335,4
2589,2
4691,3
18887,4
15445,4
10670,4
17628,4
20188,4
8774,3
287,0
1012,1
26377,4
11609,4
5094,3
27251,4
14043,4
7506,3
21251,4
1744,2
15016,4
17995,4
27992,4
4837,3
21366,4
4344,3
7338,3
23999,4
4597,3
27658,4
13842,4
18141,4
7684,3
16533,4
7175,3
9932,4
11823,4
8630,3
3718,3
19928,4
8510,3
5504,3
2422,2
19059,4
20720,4
688,1
111,0
27693,4
8500,3
7468,3
15239,4
18674,4
3467,3
27234,4
12769,4
4037,3
28930,4
4467,3
7539,3
11631,4
1392,2
15611,4
16329,4
25889,4
20000,4
16023,4
4378,3
4950,3
24343,4
19692,4
14729,4
2712,2
21764,4
5783,3
14039,4
7153,3
11217,4
22682,4
18946,4
3847,3
14879,4
22160,4
9644,4
13797,4
6364,3
16823,4
7753,3
18313,4
14225,4
25058,4
6037,3
14123,4
17647,4
23690,4
19292,4
19378,4
654,1
26301,4
23455,4
7478,3
18705,4
12512,4
26115,4
6323,3
21452,4
18528,4
29533,4
13572,4
19800,4
10632,4
3708,3
11376,4
18578,4
7558,3
3742,3
10840,4
22697,4
22822,4
26554,4
2524,2
20125,4
1886,2
7032,3
21969,4
27034,4
7686,3
16837,4
9217,3
23644,4
16805,4
1625,2
20307,4
17532,4
11481,4
20778,4
3531,3
321,0
15315,4
28123,4
24028,4
26343,4
29391,4
19177,4
7258,3
24260,4
25755,4
16804,4
17071,4
5911,3
26981,4
7205,3
22773,4
26466,4
29564,4
26153,4
4844,3
8989,3
10306,4
12810,4
8660,3
12329,4
20466,4
84,0
10703,4
24322,4
3911,3
26473,4
15619,4
20272,4
29296,4
23445,4
20103,4
10633,4
25214,4
14678,4
3663,3
11296,4
28985,4
6255,3
27375,4
1338,2
28154,4
28914,4
21996,4
29966,4
5458,3
5907,3
21210,4
20652,4
6215,3
21012,4
18666,4
8518,3
19938,4
16146,4
1160,1
8647,3
557,1
16291,4
22859,4
8752,3
29601,4
2854,2
1062,1
150,0
3121,2
8850,3
94,0
7779,3
28163,4
15738,4
924,1
9977,4
29813,4
23671,4
28094,4
21788,4
1519,2
28808,4
18603,4
13486,4
16521,4
4957,3
10841,4
26521,4
7235,3
17203,4
8028,3
23184,4
25932,4
20236,4
11788,4
18595,4
12592,4
18832,4
18348,4
24592,4
15544,4
14540,4
10314,4
4973,3
17221,4
14961,4
15820,4
5219,3
22056,4
7427,3
5649,3
1996,2
24683,4
9551,4
17418,4
30051,4
1657,2
23326,4
7548,3
20933,4
19931,4
9993,4
18581,4
24847,4
24672,4
3088,2
9855,4
628,1
6350,3
936,1
9874,4
14244,4
27611,4
26847,4
26260,4
19924,4
23701,4
18197,4
26292,4
13915,4
1350,2
9394,4
5223,3
29120,4
10728,4
2739,2
1740,2
20832,4
16397,4
2090,2
28929,4
6135,3
8684,3
14277,4
21816,4
3915,3
1195,1
8279,3
7672,3
28432,4
12342,4
25437,4
15519,4
11122,4
20357,4
10272,4
8669,3
16652,4
7734,3
16882,4
21421,4
20434,4
8000,3
20062,4
17826,4
28706,4
2869,2
26755,4
960,1
5440,3
20150,4
23748,4
22649,4
29494,4
29017,4
22419,4
20885,4
6494,3
16645,4
1663,2
5274,3
15971,4
17268,4
6561,3
18028,4
18372,4
12171,4
12915,4
20918,4
22792,4
17443,4
16810,4
18137,4
26324,4
7460,3
1994,2
15669,4
26252,4
26319,4
19371,4
2055,2
23301,4
14939,4
30187,4
12008,4
11364,4
5036,3
4188,3
10779,4
26925,4
7835,3
26741,4
2979,2
26128,4
1817,2
7084,3
23883,4
17539,4
22039,4
30147,4
7161,3
22290,4
6828,3
18544,4
23464,4
16644,4
12432,4
1616,2
10594,4
4447,3
7681,3
706,1
22491,4
14055,4
27079,4
18476,4
11613,4
17119,4
4089,3
12440,4
12754,4
25130,4
10822,4
770,1
3168,2
15003,4
4406,3
764,1
15112,4
6715,3
11138,4
12690,4
30203,4
22795,4
38,0
3670,3
9830,4
20697,4
12102,4
18439,4
5350,3
7630,3
7342,3
2945,2
5120,3
19758,4
4655,3
12823,4
16925,4
20597,4
15474,4
9415,4
6845,3
25676,4
22865,4
8864,3
29753,4
27077,4
16006,4
7726,3
6407,3
22737,4
28372,4
2858,2
22935,4
29212,4
20541,4
25452,4
8657,3
29102,4
14388,4
15653,4
9348,4
28740,4
28376,4
20481,4
255,0
6987,3
5156,3
516,0
23284,4
5855,3
21434,4
23411,4
3389,2
27284,4
15259,4
8565,3
15296,4
21063,4
4122,3
9230,3
756,1
16427,4
29394,4
2389,2
6174,3
17702,4
9103,3
29220,4
29584,4
11055,4
23741,4
25260,4
19932,4
7070,3
24121,4
21831,4
28792,4
17798,4
1487,2
23888,4
26008,4
28783,4
28687,4
2433,2
26869,4
14608,4
23070,4
14970,4
8735,3
26508,4
5373,3
27111,4
19232,4
20118,4
16964,4
17161,4
668,1
20122,4
6943,3
14136,4
3523,3
14348,4
28996,4
533,0
13645,4
13900,4
5546,3
9346,4
8793,3
8961,3
3840,3
30108,4
14875,4
433,0
13413,4
9472,4
7834,3
19328,4
19929,4
22373,4
12893,4
4953,3
28579,4
5217,3
24575,4
18784,4
1244,1
2855,2
15034,4
29332,4
9588,4
13748,4
11890,4
912,1
7742,3
8481,3
22221,4
21131,4
2536,2
85,0
28140,4
3042,2
21049,4
2297,2
27492,4
3131,2
16972,4
6499,3
26944,4
9835,4
3067,2
23649,4
20508,4
23714,4
19102,4
5062,3
1677,2
4426,3
11855,4
1555,2
17967,4
9624,4
22534,4
26963,4
9573,4
346,0
8623,3
22607,4
8348,3
9862,4
15256,4
24134,4
2011,2
14146,4
25451,4
3743,3
8517,3
24537,4
14965,4
11429,4
16575,4
27776,4
7055,3
29722,4
28239,4
29492,4
20467,4
11804,4
759,1
16555,4
9791,4
8806,3
10647,4
4123,3
8139,3
20176,4
631,1
29660,4
21662,4
17621,4
23679,4
4306,3
23496,4
2481,2
14259,4
2101,2
19523,4
5300,3
22400,4
10750,4
11990,4
9440,4
11576,4
2212,2
27939,4
8983,3
5157,3
27785,4
15271,4
26328,4
4165,3
25425,4
13386,4
3606,3
4417,3
12960,4
29591,4
13984,4
15138,4
26579,4
19873,4
6512,3
1372,2
16987,4
7609,3
15651,4
7898,3
22672,4
21941,4
21092,4
1116,1
20627,4
10310,4
11339,4
16017,4
8788,3
1100,1
3660,3
19063,4
15209,4
12404,4
24650,4
19733,4
1003,1
18545,4
1916,2
24780,4
28605,4
4828,3
25695,4
6553,3
23265,4
27729,4
21877,4
15274,4
28046,4
21489,4
9267,3
27505,4
26992,4
5567,3
27690,4
12967,4
19884,4
8295,3
24115,4
11123,4
14319,4
25504,4
19731,4
20374,4
8875,3
7729,3
4111,3
5081,3
15690,4
3191,2
13132,4
12216,4
25464,4
7944,3
20751,4
25556,4
25427,4
4819,3
820,1
17944,4
16014,4
8038,3
16167,4
18409,4
8592,3
22100,4
12567,4
23346,4
22813,4
11463,4
29530,4
4532,3
3159,2
8081,3
2035,2
12524,4
14957,4
11140,4
18796,4
28893,4
15769,4
8328,3
13525,4
19337,4
6059,3
26382,4
20614,4
21410,4
14452,4
4449,3
25411,4
6789,3
19605,4
26472,4
11718,4
24103,4
28993,4
22456,4
27501,4
23775,4
12766,4
24509,4
24955,4
8860,3
25234,4
25798,4
5348,3
19266,4
25963,4
2620,2
6611,3
27632,4
10194,4
12671,4
5954,3
22390,4
16801,4
19759,4
2441,2
21798,4
20005,4
4,0
17444,4
29787,4
11130,4
28508,4
1893,2
4149,3
15539,4
9895,4
3335,2
14352,4
1591,2
20426,4
12041,4
14460,4
17324,4
29683,4
24713,4
17469,4
28916,4
22171,4
29749,4
9250,3
1081,1
15634,4
22589,4
4261,3
13720,4
5384,3
14670,4
7477,3
6206,3
10150,4
14100,4
335,0
4049,3
18363,4
27468,4
22067,4
3750,3
6993,3
7614,3
15448,4
16395,4
26373,4
21105,4
7969,3
29921,4
29402,4
22355,4
6855,3
28317,4
23855,4
13730,4
16563,4
29611,4
10696,4
24487,4
4531,3
6910,3
21871,4
9605,4
5243,3
12697,4
7880,3
19966,4
8101,3
5712,3
8898,3
26898,4
26653,4
7562,3
12174,4
8843,3
8213,3
16431,4
1707,2
16668,4
29835,4
9535,4
23932,4
15446,4
584,1
1127,1
24714,4
20547,4
20425,4
14979,4
18957,4
13046,4
26828,4
5807,3
13919,4
12758,4
16024,4
15938,4
10211,4
7390,3
682,1
21604,4
7692,3
13576,4
29946,4
13335,4
25319,4
788,1
16271,4
16286,4
26779,4
10176,4
21894,4
14380,4
20185,4
10626,4
18380,4
19088,4
185,0
9690,4
3219,2
4121,3
2337,2
20470,4
23776,4
19956,4
2887,2
20748,4
15351,4
28977,4
27915,4
18690,4
1984,2
2397,2
23145,4
13575,4
18461,4
19265,4
7432,3
27267,4
27829,4
12502,4
7257,3
4629,3
539,0
28346,4
26497,4
8825,3
28585,4
4703,3
2793,2
6243,3
3820,3
18508,4
15160,4
30006,4
4803,3
18211,4
7595,3
9634,4
18640,4
27812,4
16102,4
15046,4
28737,4
8202,3
27435,4
12223,4
28703,4
5846,3
19330,4
8683,3
4052,3
21661,4
13814,4
22894,4
19656,4
19413,4
30168,4
26342,4
1589,2
23724,4
18583,4
9272,3
1162,1
4578,3
28036,4
16653,4
10447,4
27656,4
16503,4
18877,4
11051,4
28049,4
1567,2
20563,4
17222,4
11009,4
4575,3
5748,3
3230,2
11209,4
25009,4
15290,4
1299,2
28778,4
8442,3
6278,3
23862,4
2514,2
11695,4
10491,4
5668,3
9844,4
20555,4
4530,3
10669,4
6480,3
27429,4
27887,4
29781,4
24074,4
6426,3
665,1
18795,4
28398,4
12575,4
24321,4
11124,4
14126,4
3655,3
5997,3
26150,4
22940,4
16408,4
4357,3
21392,4
22088,4
15348,4
17408,4
21162,4
18095,4
12541,4
23392,4
28535,4
4099,3
13789,4
10055,4
29030,4
22913,4
10887,4
3974,3
28416,4
12910,4
16554,4
2450,2
24503,4
22858,4
2385,2
3128,2
26910,4
5686,3
10704,4
17229,4
6429,3
18530,4
24390,4
15095,4
14782,4
8050,3
20510,4
21180,4
16160,4
23647,4
9211,3
17516,4
12267,4
7682,3
7339,3
22799,4
20630,4
16213,4
10356,4
28660,4
28596,4
158,0
4136,3
8539,3
3633,3
25484,4
16090,4
6312,3
5947,3
29099,4
15570,4
29096,4
20995,4
172,0
6214,3
26754,4
8300,3
29927,4
19529,4
4126,3
13163,4
20253,4
19186,4
10045,4
3064,2
22210,4
20284,4
15063,4
13680,4
16615,4
14848,4
17215,4
2615,2
27275,4
3259,2
5711,3
14674,4
26461,4
27867,4
13912,4
19137,4
21934,4
7385,3
8782,3
22548,4
20333,4
27985,4
14811,4
26544,4
8036,3
19187,4
29950,4
22489,4
18882,4
7850,3
10757,4
9034,3
23678,4
28082,4
12625,4
27698,4
26452,4
29324,4
2871,2
5924,3
709,1
22844,4
2842,2
391,0
23497,4
15386,4
29618,4
30132,4
25193,4
18713,4
1344,2
21134,4
7026,3
15473,4
25713,4
5989,3
27765,4
30047,4
19944,4
9612,4
26422,4
1674,2
11087,4
5032,3
5324,3
29126,4
29448,4
17465,4
439,0
14139,4
16306,4
18039,4
7579,3
10154,4
6653,3
13085,4
23329,4
6760,3
27465,4
2608,2
17755,4
11911,4
25884,4
29610,4
25999,4
14742,4
20689,4
15476,4
25750,4
15171,4
7145,3
7465,3
4756,3
16438,4
16053,4
8889,3
14483,4
18533,4
26905,4
6213,3
27383,4
20310,4
8543,3
28022,4
21524,4
25381,4
14799,4
13039,4
16218,4
28954,4
5102,3
6944,3
15501,4
26443,4
28931,4
25164,4
15331,4
17189,4
29076,4
26739,4
5622,3
24087,4
10019,4
17938,4
20954,4
26160,4
24090,4
27247,4
21196,4
11637,4
12033,4
27228,4
7471,3
22870,4
3047,2
21086,4
26885,4
25406,4
30074,4
8137,3
5818,3
29381,4
8670,3
11621,4
25631,4
20065,4
23668,4
27615,4
12750,4
18670,4
15308,4
26114,4
24418,4
1370,2
3962,3
25583,4
7198,3
17595,4
9406,4
12605,4
12630,4
1113,1
5895,3
21185,4
22286,4
16915,4
18524,4
18124,4
4619,3
11504,4
7965,3
6671,3
19011,4
21227,4
17699,4
10874,4
3427,3
17299,4
4431,3
14495,4
4300,3
10187,4
27916,4
6957,3
7671,3
20895,4
11704,4
27119,4
21299,4
20149,4
10821,4
10683,4
24850,4
20393,4
8929,3
5847,3
12700,4
26800,4
11881,4
554,1
23006,4
25252,4
22634,4
19498,4
29576,4
12202,4
28311,4
20422,4
9491,4
4004,3
958,1
4371,3
28786,4
11937,4
24029,4
15381,4
24158,4
28879,4
5962,3
27548,4
25825,4
25347,4
19352,4
5082,3
453,0
25150,4
14285,4
11437,4
15950,4
16952,4
26525,4
23069,4
16341,4
9538,4
7689,3
27844,4
26127,4
7510,3
14814,4
1144,1
25900,4
4471,3
1826,2
16992,4
10282,4
29300,4
2430,2
3085,2
14318,4
17082,4
14293,4
5729,3
19846,4
13484,4
26523,4
6166,3
3568,3
7131,3
11874,4
21867,4
26998,4
28033,4
7710,3
24762,4
7971,3
22385,4
8288,3
26514,4
5844,3
4351,3
6816,3
18407,4
25444,4
27519,4
17250,4
20835,4
7957,3
21182,4
3313,2
25022,4
15180,4
26424,4
21563,4
8431,3
24143,4
18559,4
26228,4
18024,4
27574,4
2891,2
19388,4
2663,2
15822,4
28177,4
8528,3
10817,4
8581,3
3616,3
20770,4
15930,4
27454,4
4141,3
1534,2
16965,4
5949,3
5357,3
12387,4
20896,4
7369,3
7355,3
23529,4
19775,4
29878,4
13996,4
18817,4
17043,4
478,0
27839,4
29420,4
7154,3
14022,4
1873,2
22080,4
17974,4
18034,4
9184,3
9117,3
15827,4
23957,4
27647,4
22167,4
11851,4
5915,3
1926,2
1879,2
7295,3
14912,4
30060,4
1705,2
1473,2
25854,4
9136,3
10498,4
18732,4
11974,4
15800,4
26784,4
17175,4
24396,4
11375,4
23766,4
28798,4
25874,4
9853,4
28868,4
20180,4
302,0
1124,1
858,1
29799,4
18175,4
12519,4
16995,4
2285,2
16268,4
26192,4
11453,4
9984,4
6492,3
6186,3
4179,3
15369,4
8,0
20676,4
5445,3
23798,4
15893,4
4100,3
14151,4
722,1
7946,3
21555,4
20649,4
25880,4
21623,4
22159,4
15517,4
1387,2
5175,3
12244,4
27752,4
3149,2
6269,3
21972,4
24681,4
22646,4
22992,4
19369,4
9752,4
29906,4
780,1
2336,2
22408,4
3714,3
12148,4
9557,4
18161,4
17673,4
21600,4
24949,4
9018,3
27558,4
26284,4
9150,3
27200,4
6068,3
28851,4
21326,4
23991,4
5713,3
28904,4
15867,4
29649,4
13638,4
